region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
III,BULACAN,ANGAT,0.980141844,0.9812577434,1363,7097,8460,1292,7000,8292,7019450,46130500,53149950,6653800,45500000,52153800,45500000
IV-A,RIZAL,ANGONO,0.9999267775,0.999940274,1884,11773,13657,1883,11773,13656,9702600,76524500,86227100,9697450,76524500,86221950,76524500
VI,ILOILO,ANILAO,0.9998278237,0.9995729184,1625,4183,5808,1624,4183,5807,7565550,25098000,32663550,7551600,25098000,32649600,25098000
VI,ANTIQUE,ANINI-Y,0.9986379733,0.9995486313,1043,2628,3671,1038,2628,3666,4836000,15768000,20604000,4826700,15768000,20594700,15768000
VII,BOHOL,ANTEQUERA,0.9996268657,0.9997011616,385,2295,2680,384,2295,2679,1790250,13770000,15560250,1785600,13770000,15555600,13770000
XII,COTABATO (NORTH COTABATO),ANTIPAS,0.9962476548,0.9970726054,1269,4061,5330,1249,4061,5310,4631850,20305000,24936850,4558850,20305000,24863850,20305000
III,PAMPANGA,APALIT,0.9905347178,0.9911846003,3029,11128,14157,2958,11065,14023,15599350,72332000,87931350,15233700,71922500,87156200,71922500
II,CAGAYAN,APARRI,0.9999175326,0.9998054187,2007,10119,12126,2006,10119,12125,8329050,55654500,63983550,8316600,55654500,63971100,55654500
IV-B,PALAWAN,ARACELI,1,1,1306,1317,2623,1306,1317,2623,4766900,6585000,11351900,4766900,6585000,11351900,6585000
XII,COTABATO (NORTH COTABATO),ARAKAN,0.9968421053,0.9973456593,5090,5360,10450,5057,5360,10417,18578500,26800000,45378500,18458050,26800000,45258050,26800000
III,PAMPANGA,ARAYAT,0.9949177707,0.9948497976,3637,13875,17512,3624,13799,17423,18730550,90187500,108918050,18663600,89693500,108357100,89693500
VII,CEBU,ARGAO,0.9989807186,0.9991686018,2609,9164,11773,2597,9164,11761,12131850,54984000,67115850,12076050,54984000,67060050,54984000
I,LA UNION,ARINGAY,0.9998190045,0.9998552305,2550,8500,11050,2548,8500,11048,10582500,46750000,57332500,10574200,46750000,57324200,46750000
II,NUEVA VIZCAYA,ARITAO,0.8041388518,0.7982427774,851,6639,7490,850,5173,6023,3531650,36514500,40046150,3515050,28451500,31966550,36514500
V,MASBATE,AROROY,0.9932792713,0.9946089423,5998,12006,18004,5877,12006,17883,21892700,60030000,81922700,21451050,60030000,81481050,60030000
VIII,EASTERN SAMAR,ARTECHE,0.999682035,0.9997356863,1419,1726,3145,1418,1726,3144,5179350,8630000,13809350,5175700,8630000,13805700,8630000
I,PANGASINAN,ASINGAN,0.9999080713,0.9999280746,1578,9300,10878,1577,9300,10877,6548700,51150000,57698700,6544550,51150000,57694550,51150000
CAR,IFUGAO,ASIPULO,0.94555592,0.9404398838,1067,1982,3049,1067,1816,2883,4428050,10901000,15329050,4428050,9988000,14416050,10076000
VII,CEBU,ASTURIAS,0.9898704962,0.9914696631,2763,5036,7799,2684,5036,7720,12847950,30216000,43063950,12480600,30216000,42696600,30216000
XI,DAVAO DEL NORTE,ASUNCION (SAUG),0.9985040391,0.9986463158,6397,3630,10027,6382,3630,10012,29746050,21780000,51526050,29676300,21780000,51456300,21780000
IV-A,QUEZON,ATIMONAN,0.9629196226,0.9617883582,1949,11724,13673,1949,11217,13166,10037350,76206000,86243350,10037350,72910500,82947850,76206000
CAR,BENGUET,ATOK,0.9389576735,0.9353866274,782,2691,3473,782,2479,3261,3245300,14800500,18045800,3245300,13634500,16879800,13634500
II,ISABELA,AURORA,0.999730676,0.9983361503,693,6733,7426,691,6733,7424,2875950,37031500,39907450,2809550,37031500,39841050,37031500
IX,ZAMBOANGA DEL SUR,AURORA,0.9970860651,0.9997395087,3978,5631,9609,3950,5631,9581,13880950,28155000,42035950,13870000,28155000,42025000,28155000
VII,NEGROS ORIENTAL,AYUNGON,0.9916367981,0.9931150454,2834,8047,10881,2743,8047,10790,13178100,48282000,61460100,12754950,48282000,61036950,48282000
V,CAMARINES SUR,BAAO,0.9934887232,0.9948656999,2913,7684,10597,2844,7684,10528,10632450,38420000,49052450,10380600,38420000,48800600,38420000
VIII,LEYTE,BABATNGON,0.9988215488,0.9990549795,1973,3967,5940,1966,3967,5933,7201450,19835000,27036450,7175900,19835000,27010900,19835000
V,ALBAY,BACACAY,0.9805013928,0.9843923,4213,8711,12924,3961,8711,12672,15377450,43555000,58932450,14457650,43555000,58012650,43555000
I,ILOCOS NORTE,BACARRA,1,1,707,5800,6507,707,5800,6507,2934050,31900000,34834050,2934050,31900000,34834050,31900000
VII,BOHOL,BACLAYON,0.9639121339,0.9634075779,289,3535,3824,287,3399,3686,1343850,21210000,22553850,1334550,20394000,21728550,21210000
I,LA UNION,BACNOTAN,1,1,1326,8500,9826,1326,8500,9826,5502900,46750000,52252900,5502900,46750000,52252900,46750000
IV-B,ORIENTAL MINDORO,BACO,0.9986088276,0.9988538412,3337,4570,7907,3326,4570,7896,12180050,22850000,35030050,12139900,22850000,34989900,22850000
X,LANAO DEL NORTE,BACOLOD,0.9923002887,0.9934329425,1687,2469,4156,1655,2469,4124,7844550,14814000,22658550,7695750,14814000,22509750,14814000
BARMM,LANAO DEL SUR,BACOLOD-KALAWI (BACOLOD GRANDE),0.9820061256,0.9856382222,826,1786,2612,779,1786,2565,3014900,8930000,11944900,2843350,8930000,11773350,8930000
III,PAMPANGA,BACOLOR,0.9951839723,0.9957667938,811,4380,5191,793,4373,5166,4176650,28470000,32646650,4083950,28424500,32508450,28424500
VII,NEGROS ORIENTAL,BACONG,0.9973327148,0.9978787212,978,7645,8623,955,7645,8600,4547700,45870000,50417700,4440750,45870000,50310750,45870000
CARAGA,SURIGAO DEL NORTE,BACUAG,0.99921875,1.148984179,1061,1499,2560,1059,1499,2558,3872650,7495000,11367650,5566250,7495000,13061250,7495000
IX,ZAMBOANGA DEL NORTE,BACUNGAN (Leon T. Postigo),0.9934662999,0.9998508314,3129,2687,5816,3091,2687,5778,11033950,13435000,24468950,11030300,13435000,24465300,13435000
VII,CEBU,BADIAN,0.9987152722,0.9989077632,2447,3780,6227,2439,3780,6219,11378550,22680000,34058550,11341350,22680000,34021350,22680000
VI,ILOILO,BADIANGAN,0.9756766642,0.9743788709,969,4499,5468,969,4366,5335,4515150,26994000,31509150,4505850,26196000,30701850,26994000
I,ILOCOS NORTE,BADOC,1,1,1597,4800,6397,1597,4800,6397,6627550,26400000,33027550,6627550,26400000,33027550,26400000
II,NUEVA VIZCAYA,BAGABAG,0.8054584566,0.8003580314,738,6700,7438,736,5255,5991,3062700,36850000,39912700,3041950,28902500,31944450,36850000
III,BATAAN,BAGAC,0.9945852818,0.9942501908,1314,2749,4063,1313,2728,4041,6767100,17868500,24635600,6761950,17732000,24493950,17732000
V,CATANDUANES,BAGAMANOC,0.9978031634,0.9982442638,730,1546,2276,725,1546,2271,2664500,7730000,10394500,2646250,7730000,10376250,7730000
XI,DAVAO ORIENTAL,BAGANGA,0.9989627534,0.9990880329,5587,5018,10605,5576,5018,10594,25979550,30108000,56087550,25928400,30108000,56036400,30108000
II,CAGAYAN,BAGGAO,0.9617815227,0.9582018288,2796,13819,16615,2737,13243,15980,11603400,76004500,87607900,11109550,72836500,83946050,76004500
I,LA UNION,BAGULIN,0.9269644604,0.9195288056,1167,1900,3067,1166,1677,2843,4843050,10450000,15293050,4838900,9223500,14062400,10450000
XII,SULTAN KUDARAT,BAGUMBAYAN,0.9960291676,0.9968365626,4293,9558,13851,4238,9558,13796,15669450,47790000,63459450,15468700,47790000,63258700,47790000
CAR,BENGUET,BAKUN,0.9983599836,0.998641093,888,1551,2439,884,1551,2435,3685200,8530500,12215700,3668600,8530500,12199100,8530500
IV-B,PALAWAN,BALABAC,0.9960451977,0.9966122371,3876,3204,7080,3848,3204,7052,14147400,16020000,30167400,14045200,16020000,30065200,16020000
BARMM,LANAO DEL SUR,BALABAGAN,0.992180955,0.9925947395,3040,541,3581,3012,541,3553,11096000,2705000,13801000,10993800,2705000,13698800,2705000
III,BULACAN,BALAGTAS (BIGAA),0.9926701571,0.9936239727,1687,8818,10505,1628,8800,10428,8688050,57317000,66005050,8384200,57200000,65584200,57200000
VII,CEBU,BALAMBAN,0.9996469675,0.9997106125,3434,10729,14163,3429,10729,14158,15968100,64374000,80342100,15944850,64374000,80318850,64374000
VIII,EASTERN SAMAR,BALANGIGA,0.9920318725,0.9915537982,934,1827,2761,931,1808,2739,3409100,9135000,12544100,3398150,9040000,12438150,9135000
VIII,EASTERN SAMAR,BALANGKAYAN,1,1,723,1267,1990,723,1267,1990,2638950,6335000,8973950,2638950,6335000,8973950,6335000
I,LA UNION,BALAOAN,1,1,1564,7600,9164,1564,7600,9164,6490600,41800000,48290600,6490600,41800000,48290600,41800000
VI,ILOILO,BALASAN,0.9992541766,0.9997550811,1658,5046,6704,1653,5046,6699,7695750,30276000,37971750,7686450,30276000,37962450,30276000
V,CAMARINES SUR,BALATAN,0.9981821487,0.9985150257,2167,3334,5501,2157,3334,5491,7909550,16670000,24579550,7873050,16670000,24543050,16670000
IV-A,BATANGAS,BALAYAN,0.9998561668,0.9998783444,4235,9670,13905,4233,9670,13903,21810250,62855000,84665250,21799950,62855000,84654950,62855000
CAR,KALINGA,BALBALAN,1,1,869,1183,2052,869,1183,2052,3606350,6506500,10112850,3606350,6506500,10112850,6506500
V,MASBATE,BALENO,0.992820324,0.994102171,2240,3192,5432,2201,3192,5393,8176000,15960000,24136000,8033650,15960000,23993650,15960000
III,AURORA,BALER (Capital),0.9946773843,0.9945734796,1033,8173,9206,1032,8125,9157,5319950,53124500,58444450,5314800,52812500,58127300,52812500
VI,AKLAN,BALETE,0.9991454817,0.9989144708,1773,2908,4681,1769,2908,4677,8253750,17448000,25701750,8225850,17448000,25673850,17448000
IV-A,BATANGAS,BALETE,1,1,1447,2023,3470,1447,2023,3470,7452050,13149500,20601550,7452050,13149500,20601550,13149500
X,MISAMIS OCCIDENTAL,BALIANGAO,0.9964630225,0.9970517288,971,2139,3110,960,2139,3099,4515150,12834000,17349150,4464000,12834000,17298000,12834000
IX,ZAMBOANGA DEL NORTE,BALIGUIAN,0.9486771434,0.9496379796,2082,2945,5027,2030,2739,4769,7248900,14725000,21973900,7172250,13695000,20867250,14725000
VII,BOHOL,BALILIHAN,0.9990977444,0.9992643104,732,2593,3325,729,2593,3322,3403800,15558000,18961800,3389850,15558000,18947850,15558000
BARMM,LANAO DEL SUR,BALINDONG (WATU),0.9959173258,0.9960740552,3496,423,3919,3480,423,3903,12760400,2115000,14875400,12702000,2115000,14817000,2115000
X,MISAMIS ORIENTAL,BALINGASAG,0.9960810913,0.9966916639,4834,8435,13269,4782,8435,13217,22478100,50610000,73088100,22236300,50610000,72846300,50610000
X,MISAMIS ORIENTAL,BALINGOAN,0.9990796134,0.9992292392,720,1453,2173,718,1453,2171,3348000,8718000,12066000,3338700,8718000,12056700,8718000
III,BULACAN,BALIUAG,0.9933768613,0.994229003,1846,19443,21289,1748,19400,21148,9506900,126379500,135886400,9002200,126100000,135102200,126100000
II,CAGAYAN,BALLESTEROS,0.9964064971,0.9968511789,1008,5949,6957,983,5949,6932,4183200,32719500,36902700,4067000,32719500,36786500,32719500
X,LANAO DEL NORTE,BALOI,0.9963946869,0.9969130303,4444,6096,10540,4406,6096,10502,20664600,36576000,57240600,20487900,36576000,57063900,36576000
V,MASBATE,BALUD,0.9941198549,0.995254482,2826,5167,7993,2779,5167,7946,10314900,25835000,36149900,10143350,25835000,35978350,25835000
I,PANGASINAN,BALUNGAO,0.9998311951,0.9998658243,1224,4700,5924,1223,4700,5923,5079600,25850000,30929600,5075450,25850000,30925450,25850000
III,TARLAC,BAMBAN,0.9934310663,0.9935990482,1391,11092,12483,1372,11029,12401,7163650,72098000,79261650,7065800,71688500,78754300,71688500
II,NUEVA VIZCAYA,BAMBANG,0.9730359222,0.97238762,1104,10059,11163,1103,9759,10862,4581600,55324500,59906100,4577450,53674500,58251950,55324500
VI,ILOILO,BANATE,0.9895280012,0.9886097152,1763,4826,6589,1763,4757,6520,8207250,28956000,37163250,8197950,28542000,36739950,28956000
CAR,IFUGAO,BANAUE,1,1,874,3270,4144,874,3270,4144,3627100,17985000,21612100,3627100,17985000,21612100,17985000
XI,DAVAO ORIENTAL,BANAYBANAY,0.9991090747,0.999265174,2108,5749,7857,2101,5749,7850,9802200,34494000,44296200,9769650,34494000,44263650,34494000
I,ILOCOS SUR,BANAYOYO,0.9992779783,0.9994153077,385,1000,1385,384,1000,1384,1597750,5500000,7097750,1593600,5500000,7093600,5500000
XII,SOUTH COTABATO,BANGA,0.9939296948,0.9952349106,4701,13420,18121,4591,13420,18011,17158650,67100000,84258650,16757150,67100000,83857150,67100000
VI,AKLAN,BANGA,0.8194466156,0.8080431297,1515,4882,6397,1515,3727,5242,7100550,29292000,36392550,7044750,22362000,29406750,29292000
I,LA UNION,BANGAR,0.9998806967,0.9999047298,1882,6500,8382,1881,6500,8381,7810300,35750000,43560300,7806150,35750000,43556150,35750000
CAR,ABRA,BANGUED (Capital),0.819327333,0.7912805747,1493,9062,10555,1493,7155,8648,6195950,49841000,56036950,6195950,38145000,44340950,49841000
I,ILOCOS NORTE,BANGUI,1,1,522,2400,2922,522,2400,2922,2166300,13200000,15366300,2166300,13200000,15366300,13200000
I,PANGASINAN,BANI,1,1,2748,6800,9548,2748,6800,9548,11404200,37400000,48804200,11404200,37400000,48804200,37400000
XII,COTABATO (NORTH COTABATO),BANISILAN,0.99295173,0.9943804957,2927,6437,9364,2861,6437,9298,10683550,32185000,42868550,10442650,32185000,42627650,32185000
I,ILOCOS NORTE,BANNA (ESPIRITU),1,1,898,3150,4048,898,3150,4048,3726700,17325000,21051700,3726700,17325000,21051700,17325000
XI,DAVAO DEL SUR,BANSALAN,0.9940606948,0.9951777602,2484,9807,12291,2411,9807,12218,11550600,58842000,70392600,11211150,58842000,70053150,58842000
IV-B,ORIENTAL MINDORO,BANSUD,0.9989634919,0.9991724836,2754,5929,8683,2745,5929,8674,10052100,29645000,39697100,10019250,29645000,39664250,29645000
I,ILOCOS SUR,BANTAY,1,1,807,5900,6707,807,5900,6707,3349050,32450000,35799050,3349050,32450000,35799050,32450000
VII,CEBU,BANTAYAN,0.9973780391,0.9976099248,8380,4206,12586,8347,4206,12553,38967000,25236000,64203000,38813550,25236000,64049550,25236000
IV-B,ROMBLON,BANTON,0.9234104046,0.9148375486,516,868,1384,516,762,1278,1883400,4340000,6223400,1883400,3810000,5693400,4340000
IV-A,RIZAL,BARAS,1,1,1556,6812,8368,1556,6812,8368,8013400,44278000,52291400,8013400,44278000,52291400,44278000
V,CATANDUANES,BARAS,1,1,900,1637,2537,900,1637,2537,3285000,8185000,11470000,3285000,8185000,11470000,8185000
VI,ANTIQUE,BARBAZA,0.9997456118,0.9993713753,1040,2891,3931,1039,2891,3930,4845300,17346000,22191300,4831350,17346000,22177350,17346000
V,SORSOGON,BARCELONA,0.9993809327,0.9995007671,1701,3145,4846,1698,3145,4843,6208650,15725000,21933650,6197700,15725000,21922700,15725000
VII,CEBU,BARILI,0.9996657475,0.9997214228,3729,8238,11967,3725,8238,11963,17339850,49428000,66767850,17321250,49428000,66749250,49428000
BARMM,MAGUINDANAO,BARIRA,0.9933920705,0.9936766002,3032,600,3632,3009,599,3608,11066800,3000000,14066800,10982850,2995000,13977850,3000000
CAR,MOUNTAIN PROVINCE,BARLIG,0.7426470588,0.7271994544,251,837,1088,251,557,808,1041650,4603500,5645150,1041650,3063500,4105150,4603500
CARAGA,SURIGAO DEL SUR,BAROBO,0.9987356443,0.7982466694,3445,6046,9491,3433,6046,9479,12574250,30230000,42804250,3938350,30230000,34168350,30230000
VI,ILOILO,BAROTAC NUEVO,0.9837606058,0.9826718368,2395,8566,10961,2393,8390,10783,11155350,51396000,62551350,11127450,50340000,61467450,51396000
VI,ILOILO,BAROTAC VIEJO,0.9996764103,0.9996437355,2535,6736,9271,2532,6736,9268,11792400,40416000,52208400,11773800,40416000,52189800,40416000
X,LANAO DEL NORTE,BAROY,0.9956129661,0.9962242447,1815,2288,4103,1797,2288,4085,8439750,13728000,22167750,8356050,13728000,22084050,13728000
VIII,LEYTE,BARUGO,0.9544999285,0.9510472139,2030,4959,6989,2020,4651,6671,7409500,24795000,32204500,7373000,23255000,30628000,24795000
VII,NEGROS ORIENTAL,BASAY,0.9965079365,0.9970402774,2397,3903,6300,2375,3903,6278,11146050,23418000,34564050,11043750,23418000,34461750,23418000
II,BATANES,BASCO (Capital),0.1619806966,0.1619806966,0,2383,2383,0,386,386,0,13106500,13106500,0,2123000,2123000,13106500
VIII,SAMAR (WESTERN SAMAR),BASEY,0.998458693,0.9987292812,4129,5603,9732,4114,5603,9717,15070850,28015000,43085850,15016100,28015000,43031100,28015000
CARAGA,DINAGAT ISLANDS,BASILISA (RIZAL),0.9986271594,1.15676959,1986,6755,8741,1974,6755,8729,7248900,33775000,41023900,13680200,33775000,47455200,33775000
I,PANGASINAN,BASISTA,0.9998385795,0.9998694322,1695,4500,6195,1694,4500,6194,7034250,24750000,31784250,7030100,24750000,31780100,24750000
V,CAMARINES NORTE,BASUD,0.9964559277,0.9971923495,2544,6203,8747,2513,6203,8716,9285600,31015000,40300600,9172450,31015000,40187450,31015000
VI,ILOILO,BATAD,1,0.9988582092,1116,3203,4319,1116,3203,4319,5217300,19218000,24435300,5189400,19218000,24407400,19218000
VI,AKLAN,BATAN,0.9996148662,0.997568602,1875,3318,5193,1873,3318,5191,8779200,19908000,28687200,8709450,19908000,28617450,19908000
IV-A,BATANGAS,BATANGAS CITY (Capital),0.9999802582,0.9999839329,6459,44195,50654,6458,44195,50653,33263850,287267500,320531350,33258700,287267500,320526200,287267500
IV-B,PALAWAN,BATARAZA,0.9972280491,0.9976362896,7115,6233,13348,7078,6233,13311,25969750,31165000,57134750,25834700,31165000,56999700,31165000
VIII,LEYTE,BATO,0.9970753107,0.9976675112,2573,5633,8206,2549,5633,8182,9391450,28165000,37556450,9303850,28165000,37468850,28165000
V,CATANDUANES,BATO,0.9992885938,0.9994427084,1064,3153,4217,1061,3153,4214,3883600,15765000,19648600,3872650,15765000,19637650,15765000
V,CAMARINES SUR,BATO,0.9928211722,0.994246099,3084,6249,9333,3017,6249,9266,11256600,31245000,42501600,11012050,31245000,42257050,31245000
VII,BOHOL,BATUAN,1,1,636,1731,2367,636,1731,2367,2957400,10386000,13343400,2957400,10386000,13343400,10386000
V,MASBATE,BATUAN,0.9937027708,0.9948778759,1206,1970,3176,1186,1970,3156,4401900,9850000,14251900,4328900,9850000,14178900,9850000
IV-A,BATANGAS,BAUAN,1,1,1132,12851,13983,1132,12851,13983,5829800,83531500,89361300,5829800,83531500,89361300,83531500
I,LA UNION,BAUANG,1,1,2054,15500,17554,2054,15500,17554,8524100,85250000,93774100,8524100,85250000,93774100,85250000
CAR,MOUNTAIN PROVINCE,BAUKO,0.9632620105,0.9617746345,1178,6253,7431,1178,5980,7158,4888700,34391500,39280200,4888700,32890000,37778700,33764500
X,BUKIDNON,BAUNGON,0.989039039,0.9907618324,2382,4278,6660,2309,4278,6587,11076300,25668000,36744300,10736850,25668000,36404850,25668000
I,PANGASINAN,BAUTISTA,1,1,1533,4600,6133,1533,4600,6133,6361950,25300000,31661950,6361950,25300000,31661950,25300000
IV-A,LAGUNA,BAY,1,1,1889,8173,10062,1889,8173,10062,9728350,53124500,62852850,9728350,53124500,62852850,53124500
CARAGA,SURIGAO DEL SUR,BAYABAS,0.9967762734,0.9561249249,753,798,1551,748,798,1546,2748450,3990000,6738450,2452800,3990000,6442800,3990000
I,PANGASINAN,BAYAMBANG,0.9999113082,0.9999279404,6550,16000,22550,6548,16000,22548,27182500,88000000,115182500,27174200,88000000,115174200,88000000
BARMM,LANAO DEL SUR,BAYANG,0.9961152477,0.9966678332,1704,1385,3089,1692,1385,3077,6219600,6925000,13144600,6175800,6925000,13100800,6925000
IX,ZAMBOANGA DEL SUR,BAYOG,0.9921222625,0.9995879299,3318,3029,6347,3268,3029,6297,11428150,15145000,26573150,11417200,15145000,26562200,15145000
II,NUEVA VIZCAYA,BAYOMBONG (Capital),0.8140927234,0.8068347511,1310,11718,13028,1310,9296,10606,5436500,64449000,69885500,5258050,51128000,56386050,64449000
VI,ANTIQUE,BELISON,1,1,469,1876,2345,469,1876,2345,2180850,11256000,13436850,2180850,11256000,13436850,11256000
II,ISABELA,BENITO SOLIVEN,0.9995393828,0.9990222972,1381,5132,6513,1378,5132,6510,5731150,28226000,33957150,5697950,28226000,33923950,28226000
CAR,MOUNTAIN PROVINCE,BESAO,0.898241206,0.894903219,206,1386,1592,206,1224,1430,854900,7623000,8477900,854900,6732000,7586900,7623000
VII,BOHOL,BIEN UNIDO,0.984236055,0.9860038343,1938,3010,4948,1872,2998,4870,9011700,18060000,27071700,8704800,17988000,26692800,18060000
VII,BOHOL,BILAR,0.9984657871,0.9987543998,658,2601,3259,653,2601,3254,3059700,15606000,18665700,3036450,15606000,18642450,15606000
VIII,BILIRAN,BILIRAN,0.9616,0.960001676,630,3120,3750,627,2979,3606,2299500,15600000,17899500,2288550,14895000,17183550,15600000
VI,NEGROS OCCIDENTAL,BINALBAGAN,0.9946524064,0.9990688901,2499,10591,13090,2429,10591,13020,11364600,63546000,74910600,11294850,63546000,74840850,63546000
I,PANGASINAN,BINALONAN,0.999807136,0.9998492293,1470,8900,10370,1468,8900,10368,6100500,48950000,55050500,6092200,48950000,55042200,48950000
IV-A,RIZAL,BINANGONAN,1,1,4685,29400,34085,4685,29400,34085,24127750,191100000,215227750,24127750,191100000,215227750,191100000
VII,NEGROS ORIENTAL,BINDOY (PAYABON),0.9964751122,0.9970646129,2886,6476,9362,2853,6476,9329,13419900,38856000,52275900,13266450,38856000,52122450,38856000
VI,ILOILO,BINGAWAN,1,0.9997346822,710,2370,3080,710,2370,3080,3306150,14220000,17526150,3301500,14220000,17521500,14220000
BARMM,LANAO DEL SUR,BINIDAYAN,0.985885674,0.9880331302,1459,1375,2834,1419,1375,2794,5325350,6875000,12200350,5179350,6875000,12054350,6875000
I,PANGASINAN,BINMALEY,1,1,3367,12400,15767,3367,12400,15767,13973050,68200000,82173050,13973050,68200000,82173050,68200000
X,MISAMIS ORIENTAL,BINUANGAN,0.9993243243,0.9934576923,526,954,1480,525,954,1479,2445900,5724000,8169900,2441250,5675200,8116450,5724000
VIII,NORTHERN SAMAR,BIRI,1,1,1012,1050,2062,1012,1050,2062,3693800,5250000,8943800,3693800,5250000,8943800,5250000
IV-B,MARINDUQUE,BOAC (Capital),0.6740759086,0.6613126087,2269,13882,16151,2264,8623,10887,8281850,69410000,77691850,8263600,43115000,51378600,68570000
VIII,NORTHERN SAMAR,BOBON,0.9944777911,0.9953568634,2033,2132,4165,2010,2132,4142,7420450,10660000,18080450,7336500,10660000,17996500,10660000
