region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
VI,ILOILO,CITY OF PASSI,0.9998159848,0.9995040817,3026,13277,16303,3023,13277,16300,14103450,79662000,93765450,14056950,79662000,93718950,79662000
IV-B,PALAWAN,CITY OF PUERTO PRINCESA (Capital),0.9989477926,0.9991943316,7712,36956,44668,7665,36956,44621,28148800,184780000,212928800,27977250,184780000,212757250,184780000
VI,CAPIZ,CITY OF ROXAS (Capital),0.9997176954,0.9992087332,5179,33786,38965,5177,33777,38954,24198600,202716000,226914600,24073050,202662000,226735050,202716000
VI,NEGROS OCCIDENTAL,CITY OF SAGAY,0.9780752609,0.9780628506,7169,21292,28461,7111,20726,27837,33201000,127752000,160953000,33066150,124356000,157422150,127752000
VI,NEGROS OCCIDENTAL,CITY OF SAN CARLOS,0.9986043807,0.9980260516,6547,19248,25795,6511,19248,25759,30564450,115488000,146052450,30276150,115488000,145764150,115488000
I,PANGASINAN,CITY OF SAN CARLOS,0.9976350787,0.9975030795,8542,27400,35942,8540,27317,35857,35449300,150700000,186149300,35441000,150243500,185684500,150700000
I,LA UNION,CITY OF SAN FERNANDO (Capital),0.9180540465,0.9163770906,2331,26200,28531,2331,23862,26193,9673650,144100000,153773650,9673650,131241000,140914650,144100000
III,PAMPANGA,CITY OF SAN FERNANDO (Capital),0.9940832815,0.9942229788,2933,37292,40225,2889,37098,39987,15104950,242398000,257502950,14878350,241137000,256015350,241137000
III,BULACAN,CITY OF SAN JOSE DEL MONTE,0.9951811661,0.9959988429,14726,66829,81555,14346,66816,81162,75838900,434388500,510227400,73881900,434304000,508185900,434304000
NCR,"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,0.9989139754,0.9990867953,1186,16309,17495,1167,16309,17476,7886900,130472000,138358900,7760550,130472000,138232550,130472000
IV-A,LAGUNA,CITY OF SAN PABLO,1,1,2567,40416,42983,2567,40416,42983,13220050,262704000,275924050,13220050,262704000,275924050,262704000
IV-A,LAGUNA,CITY OF SAN PEDRO,0.955332535,0.9550841177,1401,51210,52611,1401,48860,50261,7215150,332865000,340080150,7215150,317590000,324805150,332865000
IV-A,LAGUNA,CITY OF SANTA ROSA,1,1,2184,54932,57116,2184,54932,57116,11247600,357058000,368305600,11247600,357058000,368305600,357058000
II,ISABELA,CITY OF SANTIAGO,0.9993079866,0.9979035078,1842,22724,24566,1825,22724,24549,7644300,124982000,132626300,7366250,124982000,132348250,124982000
VI,NEGROS OCCIDENTAL,CITY OF SILAY,0.9491703764,0.9465376583,4591,20119,24710,4576,18878,23454,21431850,120714000,142145850,21278400,113268000,134546400,120714000
VI,NEGROS OCCIDENTAL,CITY OF SIPALAY,0.9950807636,0.9999379971,4753,8867,13620,4686,8867,13553,21794550,53202000,74996550,21789900,53202000,74991900,53202000
V,SORSOGON,CITY OF SORSOGON (Capital),0.9954887989,0.9965042842,8372,30642,39014,8196,30642,38838,30557800,153210000,183767800,29915400,153210000,183125400,153210000
IV-A,BATANGAS,CITY OF STO. TOMAS,1,1,2971,24581,27552,2971,24581,27552,15300650,159776500,175077150,15300650,159776500,175077150,159776500
CARAGA,SURIGAO DEL NORTE,CITY OF SURIGAO (Capital),0.9986022731,0.8226593904,7937,19250,27187,7899,19250,27149,28970050,96250000,125220050,6763450,96250000,103013450,96250000
V,ALBAY,CITY OF TABACO,0.9814785374,0.9852531901,7748,17412,25160,7282,17412,24694,28280200,87060000,115340200,26579300,87060000,113639300,87060000
CAR,KALINGA,CITY OF TABUK,0.9672666881,0.9652651805,4382,14284,18666,4382,13673,18055,18185300,78562000,96747300,18185300,75201500,93386800,78562000
VIII,LEYTE,CITY OF TACLOBAN (Capital),0.8409244232,0.8304118735,13922,37959,51881,13581,30047,43628,50815300,189795000,240610300,49570650,150235000,199805650,189795000
XII,SULTAN KUDARAT,CITY OF TACURONG,0.9970302512,0.9977633875,2260,17607,19867,2201,17607,19808,8249000,88035000,96284000,8033650,88035000,96068650,88035000
IV-A,CAVITE,CITY OF TAGAYTAY,1,1,1363,9194,10557,1363,9194,10557,7019450,59761000,66780450,7019450,59761000,66780450,59761000
VII,BOHOL,CITY OF TAGBILARAN (Capital),0.8169800687,0.8153838202,750,18767,19517,750,15195,15945,3487500,112602000,116089500,3487500,91170000,94657500,112602000
NCR,"NCR, FOURTH DISTRICT (Not a Province)",CITY OF TAGUIG,0.9983237524,0.9985855671,8945,92472,101417,8775,92472,101247,59484250,739776000,799260250,58353750,739776000,798129750,739776000
XI,DAVAO DEL NORTE,CITY OF TAGUM (Capital),0.9999109469,0.9999281206,7952,36965,44917,7948,36965,44913,36976800,221790000,258766800,36958200,221790000,258748200,221790000
VI,NEGROS OCCIDENTAL,CITY OF TALISAY,0.999798904,0.9991038626,3906,15985,19891,3902,15985,19887,18246600,95910000,114156600,18144300,95910000,114054300,95910000
VII,CEBU,CITY OF TALISAY,0.9999459211,0.9999575386,2130,34853,36983,2128,34853,36981,9904500,209118000,219022500,9895200,209118000,219013200,209118000
IV-A,BATANGAS,CITY OF TANAUAN,0.9996611191,0.9997247406,3141,23417,26558,3132,23417,26549,16176150,152210500,168386650,16129800,152210500,168340300,152210500
CARAGA,SURIGAO DEL SUR,CITY OF TANDAG (Capital),0.999628598,1.024343188,3126,7644,10770,3122,7644,10766,11409900,38220000,49629900,12618050,38220000,50838050,38220000
X,MISAMIS OCCIDENTAL,CITY OF TANGUB,0.9994749737,0.9995556044,4286,7142,11428,4280,7142,11422,19929900,42852000,62781900,19902000,42852000,62754000,42852000
VII,NEGROS ORIENTAL,CITY OF TANJAY,0.999472546,0.9995802387,2205,16754,18959,2195,16754,18949,10253250,100524000,110777250,10206750,100524000,110730750,100524000
III,TARLAC,CITY OF TARLAC (Capital),0.9952360822,0.9951680268,7896,53608,61504,7878,53333,61211,40664400,348452000,389116400,40571700,346664500,387236200,346664500
IV-A,QUEZON,CITY OF TAYABAS,0.9730346498,0.9725016184,2004,19468,21472,2004,18889,20893,10320600,126542000,136862600,10320600,122778500,133099100,126542000
VII,CEBU,CITY OF TOLEDO,0.999747265,0.9997956214,5125,22572,27697,5118,22572,27690,23831250,135432000,159263250,23798700,135432000,159230700,135432000
IV-A,CAVITE,CITY OF TRECE MARTIRES (Capital),1,1,3201,19979,23180,3201,19979,23180,16485150,129863500,146348650,16485150,129863500,146348650,129863500
I,PANGASINAN,CITY OF URDANETA,0.9999605849,0.9999690402,4071,21300,25371,4070,21300,25370,16894650,117150000,134044650,16890500,117150000,134040500,117150000
X,BUKIDNON,CITY OF VALENCIA,0.9993788484,0.9987734921,8963,28065,37028,8940,28065,37005,41677950,168390000,210067950,41571000,168239300,209810300,168390000
NCR,"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,0.9974846543,0.9978570927,13899,82708,96607,13656,82708,96364,92428350,661664000,754092350,90812400,661664000,752476400,661664000
VI,NEGROS OCCIDENTAL,CITY OF VICTORIAS,0.9997078074,0.999325425,4599,12513,17112,4594,12513,17107,21427200,75078000,96505200,21362100,75078000,96440100,75078000
I,ILOCOS SUR,CITY OF VIGAN (Capital),0.8678596008,0.8640416191,1171,9000,10171,1170,7657,8827,4859650,49500000,54359650,4855500,42113500,46969000,49500000
IX,ZAMBOANGA DEL SUR,CITY OF ZAMBOANGA,0.996604808,0.9864394553,51661,116518,168179,51090,116518,167608,188562650,582590000,771152650,178105400,582590000,760695400,582590000
X,MISAMIS OCCIDENTAL,CLARIN,0.9983861502,0.9986528555,2168,4648,6816,2157,4648,6805,10081200,27888000,37969200,10030050,27888000,37918050,27888000
VII,BOHOL,CLARIN,0.999733901,0.9997801356,1036,2722,3758,1035,2722,3757,4817400,16332000,21149400,4812750,16332000,21144750,16332000
CARAGA,SURIGAO DEL NORTE,CLAVER,0.9994800693,0.8266332864,2079,3691,5770,2076,3691,5767,7588350,18455000,26043350,3073300,18455000,21528300,18455000
X,MISAMIS ORIENTAL,CLAVERIA,0.9950505259,0.9957035322,4621,5077,9698,4573,5077,9650,21487650,30462000,51949650,21264450,30462000,51726450,30462000
V,MASBATE,CLAVERIA,0.9633934391,0.9701471347,3575,5631,9206,3238,5631,8869,13048750,28155000,41203750,11818700,28155000,39973700,28155000
II,CAGAYAN,CLAVERIA,0.8885118759,0.8854017748,577,5612,6189,577,4922,5499,2394550,30866000,33260550,2377950,27071000,29448950,30866000
XII,SULTAN KUDARAT,COLUMBIO,0.9929415154,0.9942459676,2687,4255,6942,2638,4255,6893,9807550,21275000,31082550,9628700,21275000,30903700,21275000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),COMPOSTELA,0.999125164,0.9992392825,7734,8269,16003,7720,8269,15989,35963100,49614000,85577100,35898000,49614000,85512000,49614000
VII,CEBU,COMPOSTELA,0.8929624407,0.8886178998,1505,6296,7801,1488,5478,6966,6998250,37776000,44774250,6919200,32868000,39787200,37776000
X,MISAMIS OCCIDENTAL,CONCEPCION,0.9910979228,0.992537014,679,1343,2022,661,1343,2004,3157350,8058000,11215350,3073650,8058000,11131650,8058000
IV-B,ROMBLON,CONCEPCION,0.7030784508,0.6843760886,221,786,1007,221,487,708,806650,3930000,4736650,806650,2435000,3241650,3880000
VI,ILOILO,CONCEPCION,0.9994278522,0.9995183673,3082,5657,8739,3077,5657,8734,14331300,33942000,48273300,14308050,33942000,48250050,33942000
III,TARLAC,CONCEPCION,0.9948354942,0.9948111056,4481,23208,27689,4461,23085,27546,23077150,150852000,173929150,22974150,150052500,173026650,150052500
CAR,APAYAO,CONNER,1,1,1517,2696,4213,1517,2696,4213,6295550,14828000,21123550,6295550,14828000,21123550,14828000
VII,CEBU,CONSOLACION,0.9997657312,0.9998158834,1318,20025,21343,1313,20025,21338,6128700,120150000,126278700,6105450,120150000,126255450,120150000
IV-B,ROMBLON,CORCUERA,0.9085958771,0.9005088865,774,1797,2571,774,1562,2336,2825100,8985000,11810100,2825100,7810000,10635100,8985000
II,ISABELA,CORDON,0.9979759361,0.9978835821,1371,7522,8893,1353,7522,8875,5689650,41371000,47060650,5590050,41371000,46961050,41371000
VII,CEBU,CORDOVA,1,1,1869,7815,9684,1869,7815,9684,8690850,46890000,55580850,8690850,46890000,55580850,46890000
VII,BOHOL,CORELLA,1,1,175,1402,1577,175,1402,1577,813750,8412000,9225750,813750,8412000,9225750,8412000
IV-B,PALAWAN,CORON,0.9978043693,0.9982153204,3438,5671,9109,3418,5671,9089,12548700,28355000,40903700,12475700,28355000,40830700,28355000
VII,BOHOL,CORTES,0.9987224529,0.9988257573,479,2652,3131,477,2650,3127,2227350,15912000,18139350,2218050,15900000,18118050,15912000
CARAGA,SURIGAO DEL SUR,CORTES,0.9986702128,0.812551585,1448,1560,3008,1444,1560,3004,5285200,7800000,13085200,2832400,7800000,10632400,7800000
VI,CAPIZ,CUARTERO,0.9985950671,0.9997458819,1338,5068,6406,1329,5068,6397,6189150,30408000,36597150,6179850,30408000,36587850,30408000
IV-A,BATANGAS,CUENCA,0.9996020692,0.999669545,1111,3915,5026,1109,3915,5024,5721650,25447500,31169150,5711350,25447500,31158850,25447500
VIII,BILIRAN,CULABA,1,1,658,2076,2734,658,2076,2734,2401700,10380000,12781700,2401700,10380000,12781700,10380000
VI,ANTIQUE,CULASI,0.9987386125,0.9997657797,2275,4860,7135,2266,4860,7126,10546200,29160000,39706200,10536900,29160000,39696900,29160000
IV-B,PALAWAN,CULION,0.9983060418,0.9986111728,1438,2104,3542,1432,2104,3536,5248700,10520000,15768700,5226800,10520000,15746800,10520000
I,ILOCOS NORTE,CURRIMAO,1,1,411,2000,2411,411,2000,2411,1705650,11000000,12705650,1705650,11000000,12705650,11000000
III,NUEVA ECIJA,CUYAPO,0.9918788713,0.9922933671,3374,11156,14530,3319,11093,14412,17376100,72514000,89890100,17092850,72104500,89197350,72104500
IV-B,PALAWAN,CUYO,0.9964358452,0.9971657483,1193,2735,3928,1179,2735,3914,4354450,13675000,18029450,4303350,13675000,17978350,13675000
VII,CEBU,DAANBANTAYAN,0.9953484938,0.9958582693,7802,5742,13544,7739,5742,13481,36279300,34452000,70731300,35986350,34452000,70438350,34452000
V,CAMARINES NORTE,DAET (Capital),0.9993738539,0.999524439,3217,19142,22359,3203,19142,22345,11742050,95710000,107452050,11690950,95710000,107400950,95710000
VIII,LEYTE,DAGAMI,0.9592922709,0.9558133819,2373,5144,7517,2365,4846,7211,8661450,25720000,34381450,8632250,24230000,32862250,25720000
VII,BOHOL,DAGOHOY,0.996874112,0.9972938441,1639,1880,3519,1628,1880,3508,7621350,11280000,18901350,7570200,11280000,18850200,11280000
CAR,ABRA,DAGUIOMAN,0.9737609329,0.9710009081,133,210,343,133,201,334,551950,1155000,1706950,551950,1105500,1657450,1155000
VII,CEBU,DALAGUETE,0.9986401958,0.9988627359,3596,7435,11031,3581,7435,11016,16721400,44610000,61331400,16651650,44610000,61261650,44610000
X,BUKIDNON,DAMULOG,0.9979455573,0.9982547993,2276,3565,5841,2264,3565,5829,10583400,21390000,31973400,10527600,21390000,31917600,21390000
VII,BOHOL,DANAO,0.9985016482,0.9987161116,1417,1920,3337,1412,1920,3332,6589050,11520000,18109050,6565800,11520000,18085800,11520000
VII,CEBU,DANAO CITY,0.9990090536,0.9992125111,2444,19757,22201,2422,19757,22179,11364600,118542000,129906600,11262300,118542000,129804300,118542000
X,BUKIDNON,DANGCAGAN,0.998248303,0.9985216007,1659,2908,4567,1651,2908,4559,7714350,17448000,25162350,7677150,17448000,25125150,17448000
CAR,ABRA,DANGLAS,1,1,199,747,946,199,747,946,825850,4108500,4934350,825850,4108500,4934350,4108500
VI,CAPIZ,DAO,0.9997363912,0.9995741012,1377,6210,7587,1375,6210,7585,6412350,37260000,43672350,6393750,37260000,43653750,37260000
CARAGA,SURIGAO DEL NORTE,DAPA,1,0.9137974763,1971,2228,4199,1971,2228,4199,7194150,11140000,18334150,5613700,11140000,16753700,11140000
V,ALBAY,DARAGA (LOCSIN),0.9992388363,0.9994090422,5233,18415,23648,5215,18415,23630,19100450,92075000,111175450,19034750,92075000,111109750,92075000
VIII,SAMAR (WESTERN SAMAR),DARAM,0.9985384002,0.9987576487,3935,3591,7526,3924,3591,7515,14362750,17955000,32317750,14322600,17955000,32277600,17955000
I,PANGASINAN,DASOL,1,1,1496,4000,5496,1496,4000,5496,6208400,22000000,28208400,6208400,22000000,28208400,22000000
BARMM,MAGUINDANAO,DATU ABDULLAH SANGKI,0.9831567509,0.983504809,3471,210,3681,3409,210,3619,12669150,1050000,13719150,12442850,1050000,13492850,1050000
BARMM,MAGUINDANAO,DATU ANGGAL MIDTIMBANG,0.9958008398,0.9961431343,2534,800,3334,2520,800,3320,9249100,4000000,13249100,9198000,4000000,13198000,4000000
BARMM,MAGUINDANAO,DATU BLAH T. SINSUAT,0.9056138186,0.9092379203,2892,350,3242,2586,350,2936,10555800,1750000,12305800,9438900,1750000,11188900,1750000
BARMM,MAGUINDANAO,DATU HOFFER AMPATUAN,0.8333895447,0.8395726402,2575,390,2965,2094,377,2471,9398750,1950000,11348750,7643100,1885000,9528100,1950000
BARMM,MAGUINDANAO,DATU ODIN SINSUAT (DINAIG),0.9887459807,0.9898695877,5545,3785,9330,5450,3775,9225,20239250,18925000,39164250,19892500,18875000,38767500,18925000
BARMM,MAGUINDANAO,DATU PAGLAS,0.9521396396,0.9546248967,3026,526,3552,2856,526,3382,11044900,2630000,13674900,10424400,2630000,13054400,2630000
BARMM,MAGUINDANAO,DATU PIANG,0.9285714286,0.9290033951,4544,76,4620,4214,76,4290,16585600,380000,16965600,15381100,380000,15761100,380000
BARMM,MAGUINDANAO,DATU SALIBO,0.9673038229,0.968220268,1833,155,1988,1768,155,1923,6690450,775000,7465450,6453200,775000,7228200,775000
BARMM,MAGUINDANAO,DATU SAUDI-AMPATUAN,0.9836852207,0.9846136803,2551,575,3126,2501,574,3075,9311150,2875000,12186150,9128650,2870000,11998650,2875000
BARMM,MAGUINDANAO,DATU UNSAY,0.9903930131,0.9915527036,720,425,1145,709,425,1134,2628000,2125000,4753000,2587850,2125000,4712850,2125000
VII,NEGROS ORIENTAL,DAUIN,0.9974254127,0.997932482,1025,5578,6603,1008,5578,6586,4766250,33468000,38234250,4687200,33468000,38155200,33468000
VII,BOHOL,DAUIS,0.9995285798,0.9996284822,626,7859,8485,622,7859,8481,2910900,47154000,50064900,2892300,47154000,50046300,47154000
CARAGA,SURIGAO DEL NORTE,DEL CARMEN,1,0.7840305557,1543,1696,3239,1543,1696,3239,5631950,8480000,14111950,2584200,8480000,11064200,8480000
V,CAMARINES SUR,DEL GALLEGO,0.9966989437,0.9973417749,1573,2971,4544,1558,2971,4529,5741450,14855000,20596450,5686700,14855000,20541700,14855000
II,ISABELA,DELFIN ALBANO (MAGSAYSAY),0.9982554082,0.9976713213,911,4821,5732,901,4821,5722,3780650,26515500,30296150,3710100,26515500,30225600,26515500
II,NUEVA VIZCAYA,DIADI,1,0.994967086,1112,2909,4021,1112,2909,4021,4614800,15999500,20614300,4511050,15999500,20510550,15999500
II,QUIRINO,DIFFUN,0.9993293092,0.9961035554,2285,8152,10437,2278,8152,10430,9482750,44836000,54318750,9271100,44836000,54107100,44836000
III,AURORA,DILASAG,0.99321758,0.9930613831,976,2710,3686,972,2689,3661,5026400,17615000,22641400,5005800,17478500,22484300,17478500
V,MASBATE,DIMASALANG,0.9899616718,0.9917818706,2198,3281,5479,2143,3281,5424,8022700,16405000,24427700,7821950,16405000,24226950,16405000
IX,ZAMBOANGA DEL SUR,DIMATALING,0.9936530324,0.9718197025,3162,2510,5672,3126,2510,5636,11541300,12550000,24091300,10862400,12550000,23412400,12550000
VII,BOHOL,DIMIAO,0.9992409867,0.9993813363,576,2059,2635,574,2059,2633,2678400,12354000,15032400,2669100,12354000,15023100,12354000
CARAGA,DINAGAT ISLANDS,DINAGAT,0.9963709677,1.128320763,989,1491,2480,980,1491,2471,3609850,7455000,11064850,5029700,7455000,12484700,7455000
III,AURORA,DINALUNGAN,0.9909159727,0.9908959684,687,1955,2642,681,1937,2618,3538050,12707500,16245550,3507150,12590500,16097650,12590500
III,BATAAN,DINALUPIHAN,0.9955022489,0.9953328373,3012,12996,16008,3011,12925,15936,15511800,84474000,99985800,15506650,84012500,99519150,84012500
II,ISABELA,DINAPIGUE,0.9992229992,0.9981578889,237,1050,1287,236,1050,1286,983550,5775000,6758550,971100,5775000,6746100,5775000
IX,ZAMBOANGA DEL SUR,DINAS,0.9911716295,0.9575081297,3818,2865,6683,3759,2865,6624,13935700,14325000,28260700,12734850,14325000,27059850,14325000
III,AURORA,DINGALAN,0.9936005389,0.9935749663,892,5046,5938,887,5013,5900,4593800,32799000,37392800,4568050,32584500,37152550,32584500
VI,ILOILO,DINGLE,0.9134227456,0.9098254998,1626,7545,9171,1626,6751,8377,7560900,45270000,52830900,7560900,40506000,48066900,45270000
I,ILOCOS NORTE,DINGRAS,0.8742034158,0.8673740377,1646,6200,7846,1646,5213,6859,6830900,34100000,40930900,6830900,28671500,35502400,34100000
III,AURORA,DIPACULAO,0.9945102572,0.994360618,1239,5683,6922,1237,5647,6884,6380850,36939500,43320350,6370550,36705500,43076050,36705500
IX,ZAMBOANGA SIBUGAY,DIPLAHAN,0.9968795888,0.9846212509,2597,2851,5448,2580,2851,5431,9479050,14255000,23734050,9114050,14255000,23369050,14255000
BARMM,LANAO DEL SUR,DITSAAN-RAMAIN,0.9652509653,0.9708546402,1368,1481,2849,1269,1481,2750,4993200,7405000,12398200,4631850,7405000,12036850,7405000
II,ISABELA,DIVILACAN,0.7373134328,0.7275047397,380,960,1340,330,658,988,1577000,5280000,6857000,1369500,3619000,4988500,5280000
CAR,ABRA,DOLORES,1,1,479,2004,2483,479,2004,2483,1987850,11022000,13009850,1987850,11022000,13009850,11022000
IV-A,QUEZON,DOLORES,1,1,716,5507,6223,716,5507,6223,3687400,35795500,39482900,3687400,35795500,39482900,35795500
VIII,EASTERN SAMAR,DOLORES,0.9971428571,0.997077183,3094,5306,8400,3087,5289,8376,11293100,26530000,37823100,11267550,26445000,37712550,26530000
X,BUKIDNON,DON CARLOS,0.9981311322,0.99845882,3437,9405,12842,3413,9405,12818,15982050,56430000,72412050,15870450,56430000,72300450,56430000
XI,DAVAO OCCIDENTAL,DON MARCELINO,0.9984490112,0.9986434485,5223,5093,10316,5207,5093,10300,24286950,30558000,54844950,24212550,30558000,54770550,30558000
X,MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),0.9984051037,0.9985819496,1073,808,1881,1070,808,1878,4989450,4848000,9837450,4975500,4848000,9823500,4848000
V,SORSOGON,DONSOL,0.9887935563,0.9906290961,5373,6049,11422,5245,6049,11294,19611450,30245000,49856450,19144250,30245000,49389250,30245000
III,BULACAN,DOÑA REMEDIOS TRINIDAD,0.9762122598,0.977602161,1967,1312,3279,1901,1300,3201,10130050,8528000,18658050,9790150,8450000,18240150,8450000
VII,BOHOL,DUERO,1,1,885,2465,3350,885,2465,3350,4115250,14790000,18905250,4115250,14790000,18905250,14790000
VI,ILOILO,DUEÑAS,0.954263454,0.9522264774,1218,5713,6931,1216,5398,6614,5673000,34278000,39951000,5654400,32388000,38042400,34278000
VIII,LEYTE,DULAG,0.8387096774,0.8388976897,4717,5451,10168,3950,4578,8528,17217050,27255000,44472050,14417500,22890000,37307500,27255000
VI,CAPIZ,DUMALAG,0.793814433,0.7850019749,1113,5774,6887,1111,4356,5467,5231250,34644000,39875250,5166150,26136000,31302150,34644000
IX,ZAMBOANGA DEL SUR,DUMALINAO,0.9963570128,0.9769590543,3005,3034,6039,2983,3034,6017,10968250,15170000,26138250,10366000,15170000,25536000,15170000
